Вулиця;Кількість недобудов на вулиці;№ буд.;Рік;Кількість недобудов за рік;Матеріали;Рейтинг матеріалів;Кількість поверхів;Висота стелі;Стан
просп. Гонгадзе Георгія;1;11;1973;0;утеплювач,газоблок;2.10;14;2.7;Зданий
просп. Гонгадзе Георгія;1;11А;1999;0;цегла,газоблок;3.40;24;3.18;Зданий
просп. Гонгадзе Георгія;1;12;1975;0;газоблок;1.40;14;3.01;Зданий
просп. Гонгадзе Георгія;1;14;2003;1;цегла сілікатна,монолітно-каркасний;2.80;12;2.57;Зданий
просп. Гонгадзе Георгія;1;18;1968;0;цегла сілікатна;1.50;4;3.11;Зданий
просп. Гонгадзе Георгія;1;18А;2002;0;вентильований фасад,цегла сілікатна,газоблок;3.80;24;3.19;Зданий
просп. Гонгадзе Георгія;1;18Б;2000;0;цегла;2.00;11;2.97;Зданий
просп. Гонгадзе Георгія;1;18Г;1985;0;утеплювач,цегла сілікатна,вентильований фасад;3.10;9;2.5;Зданий
просп. Гонгадзе Георгія;1;18Д;1993;0;газоблок,шлакоблок;2.40;3;2.43;Зданий
просп. Гонгадзе Георгія;1;18Е;1968;0;вентильований фасад,керамблок,монолітно-каркасний;3.40;3;3.03;Зданий
просп. Гонгадзе Георгія;1;18Ж;1993;0;монолітно-каркасний,цегла сілікатна;2.80;2;3.09;Зданий
просп. Гонгадзе Георгія;1;18з;2015;2;цегла,з/б панель;3.70;1;2.66;Зданий
просп. Гонгадзе Георгія;1;2;1990;0;керамблок,цегла;3.20;6;3.11;Зданий
просп. Гонгадзе Георгія;1;20;1978;0;керамблок;1.20;9;3;Зданий
просп. Гонгадзе Георгія;1;20А;2005;2;газоблок,шлакоблок;2.40;7;2.89;Зданий
просп. Гонгадзе Георгія;1;20Б;2009;1;шлакоблок,газоблок;2.40;16;2.95;Зданий
просп. Гонгадзе Георгія;1;20В;2003;1;к/б панель,з/б панель;3.40;12;2.43;Зданий
просп. Гонгадзе Георгія;1;20Г;2005;2;к/б панель;1.70;21;2.86;Зданий
просп. Гонгадзе Георгія;1;20Д;1965;0;з/б панель,керамблок;2.90;3;3.09;Зданий
просп. Гонгадзе Георгія;1;20Ж;2008;1;з/б панель,керамблок;2.90;1;2.58;Зданий
просп. Гонгадзе Георгія;1;20з;2006;0;к/б панель;1.70;1;2.72;Зданий
просп. Гонгадзе Георгія;1;20И;1969;0;шлакоблок;1.00;12;2.48;Зданий
просп. Гонгадзе Георгія;1;20К;2001;0;вентильований фасад,монолітно-каркасний;2.20;24;3.13;Зданий
просп. Гонгадзе Георгія;1;21А;1962;0;шлакоблок;1.00;19;2.97;Зданий
просп. Гонгадзе Георгія;1;22;1975;0;вентильований фасад,шлакоблок,керамблок;3.10;2;2.69;Зданий
просп. Гонгадзе Георгія;1;22А;2010;1;шлакоблок;1.00;3;3.05;Зданий
просп. Гонгадзе Георгія;1;24;2000;0;цегла сілікатна;1.50;24;2.69;Зданий
просп. Гонгадзе Георгія;1;24Б;2010;1;газоблок,з/б панель;3.10;12;2.47;Зданий
просп. Гонгадзе Георгія;1;26;1962;0;шлакоблок;1.00;1;2.68;Зданий
просп. Гонгадзе Георгія;1;26А;1978;0;цегла сілікатна;1.50;19;2.58;Зданий
просп. Гонгадзе Георгія;1;28;1983;1;з/б панель,утеплювач;2.40;4;2.64;Зданий
просп. Гонгадзе Георгія;1;28А;1971;0;вентильований фасад,утеплювач,монолітно-каркасний;2.90;16;2.88;Зданий
просп. Гонгадзе Георгія;1;3;1983;1;з/б панель;1.70;16;2.75;Невдала будівля
просп. Гонгадзе Георгія;1;30;2017;5;шлакоблок,керамблок;2.20;2;2.58;Зданий
просп. Гонгадзе Георгія;1;32;2001;0;вентильований фасад,з/б панель;2.60;19;3.14;Зданий
просп. Гонгадзе Георгія;1;32Б;1986;0;к/б панель,утеплювач;2.40;16;2.74;Зданий
просп. Гонгадзе Георгія;1;32В;2017;5;утеплювач,к/б панель,шлакоблок;3.40;1;2.74;Зданий
просп. Гонгадзе Георгія;1;32Г;1983;1;к/б панель,шлакоблок;2.70;9;2.58;Зданий
просп. Гонгадзе Георгія;1;32Ж;2015;2;керамблок;1.20;15;2.83;Зданий
просп. Гонгадзе Георгія;1;32з;1965;0;з/б панель;1.70;23;3.05;Зданий
просп. Гонгадзе Георгія;1;3А;1987;0;вентильований фасад,шлакоблок;1.90;13;2.98;Зданий
просп. Гонгадзе Георгія;1;3Б;1979;0;вентильований фасад,цегла сілікатна,цегла;4.40;22;2.84;Зданий
просп. Гонгадзе Георгія;1;4;1988;0;цегла;2.00;16;2.64;Зданий
просп. Гонгадзе Георгія;1;5;1961;0;цегла;2.00;17;2.66;Зданий
просп. Гонгадзе Георгія;1;5Б;1971;0;газоблок,цегла сілікатна;2.90;1;2.77;Зданий
просп. Гонгадзе Георгія;1;6;1979;0;з/б панель;1.70;18;2.6;Зданий
просп. Гонгадзе Георгія;1;7;2001;0;газоблок,монолітно-каркасний;2.70;20;2.52;Зданий
просп. Гонгадзе Георгія;1;7А;1973;0;к/б панель;1.70;9;2.89;Зданий
просп. Гонгадзе Георгія;1;7Б;1998;0;утеплювач,цегла сілікатна,керамблок;3.40;23;3.02;Зданий
просп. Гонгадзе Георгія;1;8;2009;1;вентильований фасад,керамблок,з/б панель;3.80;15;2.68;Зданий
просп. Гонгадзе Георгія;1;9;1971;0;шлакоблок,к/б панель;2.70;22;2.96;Зданий
просп. Гонгадзе Георгія;1;9А;2010;1;цегла сілікатна;1.50;15;2.59;Зданий
вул. Петропавлівська;1;1;1979;0;к/б панель;1.70;3;2.64;Зданий
вул. Петропавлівська;1;11;1987;0;шлакоблок;1.00;1;2.85;Зданий
вул. Петропавлівська;1;12;2006;0;к/б панель;1.70;3;2.52;Зданий
вул. Петропавлівська;1;13;1977;0;шлакоблок,монолітно-каркасний;2.30;6;2.85;Зданий
вул. Петропавлівська;1;14;2009;1;шлакоблок,к/б панель;2.70;24;3.11;Зданий
вул. Петропавлівська;1;15;2019;0;к/б панель;1.70;21;2.46;Зданий
вул. Петропавлівська;1;17Б;1989;0;газоблок,шлакоблок;2.40;15;3.09;Зданий
вул. Петропавлівська;1;19;1996;0;вентильований фасад,к/б панель;2.60;2;2.73;Зданий
вул. Петропавлівська;1;2;2016;2;к/б панель,газоблок;3.10;18;2.92;Зданий
вул. Петропавлівська;1;21;1971;0;шлакоблок;1.00;19;3.02;Зданий
вул. Петропавлівська;1;22;2003;1;цегла,вентильований фасад;2.90;5;2.48;Зданий
вул. Петропавлівська;1;23;1981;0;вентильований фасад,к/б панель,шлакоблок;3.60;11;3.18;Зданий
вул. Петропавлівська;1;24;1995;0;вентильований фасад,газоблок,монолітно-каркасний;3.60;5;2.78;Зданий
вул. Петропавлівська;1;25;1997;0;керамблок;1.20;22;3.15;Зданий
вул. Петропавлівська;1;26;2009;1;к/б панель,вентильований фасад;2.60;19;3.19;Зданий
вул. Петропавлівська;1;27;1960;0;цегла;2.00;15;3.08;Зданий
вул. Петропавлівська;1;28;2012;2;вентильований фасад,к/б панель;2.60;16;3.12;Зданий
вул. Петропавлівська;1;29;1989;0;з/б панель,цегла сілікатна;3.20;8;2.65;Зданий
вул. Петропавлівська;1;3;1995;0;шлакоблок,утеплювач;1.70;2;2.7;Зданий
вул. Петропавлівська;1;31;2001;0;керамблок;1.20;16;2.49;Зданий
вул. Петропавлівська;1;31А;1977;0;монолітно-каркасний,шлакоблок;2.30;3;2.45;Зданий
вул. Петропавлівська;1;33;2019;0;шлакоблок,з/б панель;2.70;24;2.75;Зданий
вул. Петропавлівська;1;34;1984;0;газоблок,вентильований фасад;2.30;6;2.71;Зданий
вул. Петропавлівська;1;34А;2012;2;цегла сілікатна,газоблок;2.90;4;2.77;Зданий
вул. Петропавлівська;1;35;1974;0;керамблок;1.20;13;2.55;Зданий
вул. Петропавлівська;1;36;2012;2;к/б панель;1.70;12;2.72;Зданий
вул. Петропавлівська;1;37;1974;0;цегла;2.00;8;2.42;Зданий
вул. Петропавлівська;1;38;1984;0;цегла;2.00;18;2.41;Зданий
вул. Петропавлівська;1;38А;1997;0;з/б панель,утеплювач;2.40;17;2.99;Зданий
вул. Петропавлівська;1;38Б;1992;0;вентильований фасад,цегла сілікатна,цегла;4.40;3;2.69;Зданий
вул. Петропавлівська;1;39;1990;0;цегла,керамблок;3.20;5;3.04;Зданий
вул. Петропавлівська;1;39А;1966;0;монолітно-каркасний;1.30;3;3.04;Зданий
вул. Петропавлівська;1;40;2017;5;монолітно-каркасний,газоблок,утеплювач;3.40;29;2.7;Невдала будівля
вул. Петропавлівська;1;40А;2020;0;вентильований фасад,монолітно-каркасний;2.20;23;2.8;Зданий
вул. Петропавлівська;1;41;1968;0;газоблок;1.40;4;2.48;Зданий
вул. Петропавлівська;1;41А;2011;0;керамблок,монолітно-каркасний;2.50;19;3.18;Зданий
вул. Петропавлівська;1;42;2005;2;цегла,монолітно-каркасний;3.30;6;2.52;Зданий
вул. Петропавлівська;1;43;1964;0;шлакоблок,цегла сілікатна;2.50;24;2.81;Зданий
вул. Петропавлівська;1;44;1960;0;керамблок,к/б панель;2.90;3;2.44;Зданий
вул. Петропавлівська;1;45;2018;2;вентильований фасад,керамблок,монолітно-каркасний;3.40;19;3.14;Зданий
вул. Петропавлівська;1;46;1981;0;цегла;2.00;18;2.47;Зданий
вул. Петропавлівська;1;47;1974;0;керамблок,цегла;3.20;4;2.79;Зданий
вул. Петропавлівська;1;47А;1993;0;цегла сілікатна;1.50;16;2.73;Зданий
вул. Петропавлівська;1;48;1962;0;к/б панель;1.70;3;2.4;Зданий
вул. Петропавлівська;1;48А;1960;0;цегла;2.00;13;2.9;Зданий
вул. Петропавлівська;1;50Б;1994;0;газоблок;1.40;24;3.19;Зданий
вул. Петропавлівська;1;51;1980;0;утеплювач,цегла сілікатна;2.20;9;3.04;Зданий
вул. Петропавлівська;1;52;2006;0;керамблок;1.20;1;3.02;Зданий
вул. Петропавлівська;1;54;1985;0;цегла сілікатна;1.50;8;2.93;Зданий
вул. Петропавлівська;1;54А;2015;2;утеплювач,газоблок;2.10;12;2.5;Зданий
вул. Петропавлівська;1;56;1991;0;з/б панель,монолітно-каркасний;3.00;15;3.18;Зданий
вул. Петропавлівська;1;56А;2004;0;шлакоблок;1.00;20;2.71;Зданий
вул. Петропавлівська;1;58;1997;0;цегла сілікатна,вентильований фасад;2.40;9;2.63;Зданий
вул. Петропавлівська;1;6;1998;0;цегла,газоблок;3.40;1;2.81;Зданий
вул. Петропавлівська;1;8;1965;0;керамблок,вентильований фасад;2.10;11;3.01;Зданий
вул. Володимира Брожка;1;1;1961;0;вентильований фасад,цегла;2.90;24;3.15;Зданий
вул. Володимира Брожка;1;100;2016;2;цегла сілікатна;1.50;10;2.57;Зданий
вул. Володимира Брожка;1;100Б;2008;1;шлакоблок;1.00;2;2.67;Зданий
вул. Володимира Брожка;1;104;1967;0;к/б панель,з/б панель;3.40;2;2.5;Зданий
вул. Володимира Брожка;1;108;2020;0;утеплювач,вентильований фасад,монолітно-каркасний;2.90;6;2.96;Зданий
вул. Володимира Брожка;1;110;1972;0;вентильований фасад,утеплювач;1.60;22;2.58;Зданий
вул. Володимира Брожка;1;112;2018;2;з/б панель,цегла сілікатна;3.20;6;2.51;Зданий
вул. Володимира Брожка;1;114;1991;0;вентильований фасад,з/б панель,к/б панель;4.30;16;2.86;Зданий
вул. Володимира Брожка;1;118;1998;0;к/б панель,вентильований фасад;2.60;24;2.69;Зданий
вул. Володимира Брожка;1;120;2013;4;керамблок;1.20;14;2.49;Зданий
вул. Володимира Брожка;1;122;2016;2;цегла,керамблок;3.20;11;2.61;Зданий
вул. Володимира Брожка;1;124;1988;0;к/б панель,цегла;3.70;2;2.81;Зданий
вул. Володимира Брожка;1;126;1999;0;цегла;2.00;14;2.6;Зданий
вул. Володимира Брожка;1;126А;1992;0;цегла сілікатна;1.50;22;2.43;Зданий
вул. Володимира Брожка;1;128;1992;0;монолітно-каркасний;1.30;9;2.84;Зданий
вул. Володимира Брожка;1;130;2019;0;монолітно-каркасний,утеплювач;2.00;20;2.78;Зданий
вул. Володимира Брожка;1;134;1966;0;монолітно-каркасний,шлакоблок;2.30;12;3.15;Зданий
вул. Володимира Брожка;1;136;1986;0;газоблок;1.40;6;2.76;Зданий
вул. Володимира Брожка;1;138;2000;0;вентильований фасад,з/б панель,газоблок;4.00;8;2.42;Зданий
вул. Володимира Брожка;1;2;1968;0;монолітно-каркасний;1.30;19;2.84;Зданий
вул. Володимира Брожка;1;21А;2003;1;утеплювач,шлакоблок,цегла сілікатна;3.20;14;3.04;Зданий
вул. Володимира Брожка;1;3;2009;1;вентильований фасад,утеплювач;1.60;23;3.12;Зданий
вул. Володимира Брожка;1;38А;2000;0;утеплювач,газоблок;2.10;5;2.69;Зданий
вул. Володимира Брожка;1;3Б;1988;0;газоблок,утеплювач;2.10;19;3.17;Зданий
вул. Володимира Брожка;1;4;1970;0;з/б панель;1.70;3;2.84;Зданий
вул. Володимира Брожка;1;40;1979;0;цегла сілікатна,утеплювач;2.20;20;2.62;Зданий
вул. Володимира Брожка;1;47;1998;0;монолітно-каркасний;1.30;16;2.87;Зданий
вул. Володимира Брожка;1;6;2020;0;монолітно-каркасний,вентильований фасад;2.20;20;2.84;Зданий
вул. Володимира Брожка;1;64;2018;2;газоблок;1.40;22;3.12;Зданий
вул. Володимира Брожка;1;70;2018;2;монолітно-каркасний,газоблок,утеплювач;3.40;28;2.9;Невдала будівля
вул. Володимира Брожка;1;74;1987;0;з/б панель;1.70;19;2.95;Зданий
вул. Володимира Брожка;1;8;1995;0;цегла сілікатна;1.50;2;2.46;Зданий
вул. Володимира Брожка;1;80;1972;0;монолітно-каркасний;1.30;22;2.51;Зданий
вул. Володимира Брожка;1;82;1987;0;к/б панель,цегла сілікатна;3.20;20;2.72;Зданий
вул. Володимира Брожка;1;84;2012;2;вентильований фасад,керамблок;2.10;11;2.68;Зданий
вул. Володимира Брожка;1;86;1990;0;з/б панель,утеплювач;2.40;22;2.92;Зданий
вул. Володимира Брожка;1;88;1977;0;монолітно-каркасний;1.30;22;2.59;Зданий
вул. Володимира Брожка;1;90;1963;0;цегла;2.00;5;2.93;Зданий
вул. Володимира Брожка;1;92;1999;0;цегла;2.00;16;2.51;Зданий
вул. Володимира Брожка;1;94;2019;0;газоблок;1.40;22;2.95;Зданий
вул. Володимира Брожка;1;94А;1978;0;керамблок,цегла;3.20;13;2.52;Зданий
вул. Володимира Брожка;1;96;1991;0;з/б панель;1.70;20;2.7;Зданий
вул. Володимира Брожка;1;98;1976;0;керамблок,цегла сілікатна;2.70;17;3.12;Зданий
вул. Борщагівська;1;1;1997;0;цегла сілікатна,керамблок;2.70;8;3.05;Зданий
вул. Борщагівська;1;10;2020;0;монолітно-каркасний;1.30;6;2.53;Зданий
вул. Борщагівська;1;100;2009;1;монолітно-каркасний;1.30;8;2.4;Зданий
вул. Борщагівська;1;10А;1981;0;утеплювач,цегла,к/б панель;4.40;13;3.11;Зданий
вул. Борщагівська;1;10Б;1979;0;шлакоблок;1.00;2;2.97;Зданий
вул. Борщагівська;1;115;2019;0;утеплювач,газоблок,керамблок;3.30;19;2.5;Зданий
вул. Борщагівська;1;117;1970;0;з/б панель;1.70;16;2.75;Зданий
вул. Борщагівська;1;12;2017;5;керамблок;1.20;7;2.81;Зданий
вул. Борщагівська;1;122;1975;0;цегла сілікатна,шлакоблок;2.50;1;3;Зданий
вул. Борщагівська;1;124;1981;0;керамблок,к/б панель;2.90;5;2.77;Зданий
вул. Борщагівська;1;125;1985;0;газоблок;1.40;4;2.99;Зданий
вул. Борщагівська;1;126;2020;0;шлакоблок;1.00;11;2.96;Зданий
вул. Борщагівська;1;129;1997;0;цегла сілікатна;1.50;19;2.7;Зданий
вул. Борщагівська;1;131;1974;0;вентильований фасад,к/б панель;2.60;15;2.77;Зданий
вул. Борщагівська;1;139;1971;0;вентильований фасад,газоблок,цегла сілікатна;3.80;5;2.83;Зданий
вул. Борщагівська;1;14;2009;1;к/б панель;1.70;8;2.5;Зданий
вул. Борщагівська;1;141;2013;4;з/б панель,керамблок;2.90;21;2.97;Зданий
вул. Борщагівська;1;142;1981;0;монолітно-каркасний;1.30;4;2.43;Зданий
вул. Борщагівська;1;143;1999;0;утеплювач,к/б панель,з/б панель;4.10;22;2.91;Зданий
вул. Борщагівська;1;143А;1990;0;монолітно-каркасний;1.30;22;2.82;Зданий
вул. Борщагівська;1;143Б;2012;2;вентильований фасад,утеплювач;1.60;15;2.44;Зданий
вул. Борщагівська;1;144;2011;0;керамблок,цегла;3.20;23;2.57;Зданий
вул. Борщагівська;1;144А;1971;0;газоблок,монолітно-каркасний;2.70;19;2.67;Зданий
вул. Борщагівська;1;145;1962;0;вентильований фасад,утеплювач;1.60;22;2.4;Зданий
вул. Борщагівська;1;146;1988;0;з/б панель;1.70;11;2.4;Зданий
вул. Борщагівська;1;148;2006;0;керамблок,цегла сілікатна;2.70;4;3.02;Зданий
вул. Борщагівська;1;14А;1994;0;цегла сілікатна;1.50;5;3.17;Зданий
вул. Борщагівська;1;152;1964;0;газоблок;1.40;2;2.97;Зданий
вул. Борщагівська;1;152А;1985;0;цегла,газоблок;3.40;18;2.79;Зданий
вул. Борщагівська;1;152Б;1977;0;к/б панель,цегла;3.70;6;2.46;Зданий
вул. Борщагівська;1;154;1969;0;керамблок,шлакоблок;2.20;13;2.67;Зданий
вул. Борщагівська;1;154А;2019;0;шлакоблок,к/б панель;2.70;14;2.4;Зданий
вул. Борщагівська;1;16;1989;0;к/б панель;1.70;10;2.51;Зданий
вул. Борщагівська;1;16А;2020;0;шлакоблок;1.00;9;2.52;Зданий
вул. Борщагівська;1;171;1998;0;керамблок;1.20;12;3.06;Зданий
вул. Борщагівська;1;173;2014;5;цегла;2.00;5;2.65;Зданий
вул. Борщагівська;1;174;2005;2;цегла сілікатна,керамблок;2.70;7;2.73;Зданий
вул. Борщагівська;1;18;1960;0;цегла сілікатна;1.50;18;2.88;Зданий
вул. Борщагівська;1;182А;2007;1;цегла,газоблок;3.40;17;2.82;Зданий
вул. Борщагівська;1;182Б;2009;1;шлакоблок;1.00;15;2.9;Зданий
вул. Борщагівська;1;182В;2005;2;монолітно-каркасний,цегла,утеплювач;4.00;22;3;Невдала будівля
вул. Борщагівська;1;184;1998;0;керамблок;1.20;2;2.92;Зданий
вул. Борщагівська;1;186;2017;5;монолітно-каркасний;1.30;16;2.58;Зданий
вул. Борщагівська;1;187;1965;0;цегла сілікатна,шлакоблок;2.50;2;2.8;Зданий
вул. Борщагівська;1;188;1996;0;з/б панель,газоблок;3.10;21;2.68;Зданий
вул. Борщагівська;1;189;1977;0;керамблок,монолітно-каркасний;2.50;18;3.12;Зданий
вул. Борщагівська;1;190;1973;0;газоблок,цегла сілікатна;2.90;1;2.83;Зданий
вул. Борщагівська;1;192;2016;2;утеплювач,вентильований фасад;1.60;6;2.84;Зданий
вул. Борщагівська;1;193;1966;0;вентильований фасад,керамблок,к/б панель;3.80;15;2.78;Зданий
вул. Борщагівська;1;194;1998;0;вентильований фасад,шлакоблок;1.90;18;2.65;Зданий
вул. Борщагівська;1;195;1996;0;шлакоблок,з/б панель;2.70;11;2.44;Зданий
вул. Борщагівська;1;196;1988;0;цегла;2.00;20;3.17;Зданий
вул. Борщагівська;1;197;2020;0;вентильований фасад,цегла;2.90;14;2.52;Зданий
вул. Борщагівська;1;198;2015;2;з/б панель,утеплювач;2.40;11;2.83;Зданий
вул. Борщагівська;1;198А;1963;0;цегла сілікатна;1.50;6;3.03;Зданий
вул. Борщагівська;1;2;2010;1;шлакоблок;1.00;4;2.42;Зданий
вул. Борщагівська;1;202;1985;0;монолітно-каркасний,цегла;3.30;21;2.65;Зданий
вул. Борщагівська;1;204;2007;1;цегла,газоблок;3.40;24;2.7;Зданий
вул. Борщагівська;1;204корп1;2001;0;шлакоблок;1.00;21;3.16;Зданий
вул. Борщагівська;1;204корп2;1986;0;вентильований фасад,к/б панель;2.60;8;2.46;Зданий
вул. Борщагівська;1;206;1979;0;утеплювач,газоблок,вентильований фасад;3.00;7;3.08;Зданий
вул. Борщагівська;1;210;1986;0;керамблок;1.20;17;2.45;Зданий
вул. Борщагівська;1;212;1970;0;вентильований фасад,з/б панель;2.60;8;2.73;Зданий
вул. Борщагівська;1;23А;2009;1;к/б панель;1.70;13;2.44;Зданий
вул. Борщагівська;1;32;1979;0;монолітно-каркасний,утеплювач;2.00;14;2.55;Зданий
вул. Борщагівська;1;4;1975;0;газоблок,вентильований фасад;2.30;1;2.54;Зданий
вул. Борщагівська;1;41;2008;1;цегла сілікатна,вентильований фасад;2.40;19;2.5;Зданий
вул. Борщагівська;1;43;2010;1;цегла сілікатна,утеплювач;2.20;14;2.98;Зданий
вул. Борщагівська;1;46;2014;5;утеплювач,монолітно-каркасний;2.00;19;2.48;Зданий
вул. Борщагівська;1;6;1984;0;керамблок;1.20;8;2.52;Зданий
вул. Борщагівська;1;8;1982;0;цегла;2.00;18;2.9;Зданий
вул. Борщагівська;1;95;2004;0;цегла;2.00;8;2.84;Зданий
вул. Борщагівська;1;95В;1973;0;керамблок;1.20;10;2.42;Зданий
вул. Борщагівська;1;97А;1992;0;цегла,газоблок;3.40;14;3.16;Зданий
вул. Борщагівська;1;97Акорп1;1977;0;утеплювач,к/б панель;2.40;12;3.01;Зданий
вул. Борщагівська;1;97Б;1971;0;керамблок;1.20;15;2.97;Зданий
вул. Борщагівська;1;99;2012;2;керамблок;1.20;7;2.77;Зданий
вул. Борщагівська;1;корп2;1980;0;цегла сілікатна;1.50;18;2.88;Зданий
вул. Олевська;3;11;2017;5;монолітно-каркасний,газоблок,утеплювач;3.40;16;2.73;Невдала будівля
вул. Олевська;3;13;1965;0;цегла,к/б панель;3.70;7;3.06;Зданий
вул. Олевська;3;276;1996;0;вентильований фасад,газоблок;2.30;7;2.72;Зданий
вул. Олевська;3;281;1980;0;газоблок;1.40;6;3.06;Зданий
вул. Олевська;3;2А;1964;0;вентильований фасад,к/б панель;2.60;6;2.73;Зданий
вул. Олевська;3;3;2005;2;монолітно-каркасний,утеплювач;2.00;21;3.1;Зданий
вул. Олевська;3;3А;1981;0;к/б панель,газоблок;3.10;13;3.06;Зданий
вул. Олевська;3;3Б;1966;0;вентильований фасад,монолітно-каркасний;2.20;18;2.72;Зданий
вул. Олевська;3;3В;1985;0;цегла сілікатна,утеплювач;2.20;11;2.42;Зданий
вул. Олевська;3;3Г;1968;0;газоблок;1.40;18;2.96;Зданий
вул. Олевська;3;40;1975;0;цегла,з/б панель;3.70;9;2.98;Зданий
вул. Олевська;3;42;2006;0;керамблок,цегла сілікатна;2.70;18;2.58;Зданий
вул. Олевська;3;5;2009;1;монолітно-каркасний,газоблок,утеплювач;3.40;25;2.73;Невдала будівля
вул. Олевська;3;50;1995;0;монолітно-каркасний;1.30;12;2.42;Зданий
вул. Олевська;3;53;1999;0;утеплювач,газоблок,цегла;4.10;12;2.87;Зданий
вул. Олевська;3;5А;1967;0;монолітно-каркасний;1.30;22;2.9;Зданий
вул. Олевська;3;7;2005;2;керамблок,вентильований фасад;2.10;18;2.5;Зданий
вул. Олевська;3;9;2013;4;монолітно-каркасний,газоблок,утеплювач;3.40;32;2.75;Невдала будівля
вул. Сосніних Сім’ї;1;1;1989;0;монолітно-каркасний;1.30;19;2.62;Зданий
вул. Сосніних Сім’ї;1;10;2005;2;з/б панель,утеплювач;2.40;17;2.75;Зданий
вул. Сосніних Сім’ї;1;12;1975;0;вентильований фасад,газоблок,утеплювач;3.00;4;2.73;Зданий
вул. Сосніних Сім’ї;1;12А;1967;0;шлакоблок,монолітно-каркасний;2.30;12;3.14;Зданий
вул. Сосніних Сім’ї;1;13;2020;0;к/б панель;1.70;21;2.98;Зданий
вул. Сосніних Сім’ї;1;13А;2000;0;газоблок,монолітно-каркасний;2.70;19;2.47;Зданий
вул. Сосніних Сім’ї;1;13Б;1968;0;утеплювач,з/б панель,керамблок;3.60;15;2.73;Зданий
вул. Сосніних Сім’ї;1;14;1965;0;вентильований фасад,керамблок;2.10;18;3.06;Зданий
вул. Сосніних Сім’ї;1;14Б;1985;0;монолітно-каркасний,газоблок;2.70;19;3.15;Зданий
вул. Сосніних Сім’ї;1;15;1989;0;к/б панель;1.70;15;2.75;Зданий
вул. Сосніних Сім’ї;1;16;1992;0;з/б панель;1.70;4;2.45;Зданий
вул. Сосніних Сім’ї;1;17;1986;0;монолітно-каркасний,газоблок;2.70;15;2.62;Зданий
вул. Сосніних Сім’ї;1;17А;1970;0;монолітно-каркасний;1.30;2;3.18;Зданий
вул. Сосніних Сім’ї;1;18;2007;1;цегла сілікатна,монолітно-каркасний;2.80;12;2.94;Зданий
вул. Сосніних Сім’ї;1;1Б;1986;0;цегла сілікатна,утеплювач;2.20;6;2.59;Зданий
вул. Сосніних Сім’ї;1;2;1973;0;газоблок;1.40;11;3.01;Зданий
вул. Сосніних Сім’ї;1;2А;1965;0;газоблок;1.40;9;2.88;Зданий
вул. Сосніних Сім’ї;1;2Б;1995;0;шлакоблок,монолітно-каркасний;2.30;7;2.49;Зданий
вул. Сосніних Сім’ї;1;2В;1960;0;цегла сілікатна,вентильований фасад;2.40;11;2.57;Зданий
вул. Сосніних Сім’ї;1;6;1982;0;цегла,шлакоблок;3.00;21;2.42;Зданий
вул. Сосніних Сім’ї;1;6А;2000;0;монолітно-каркасний,цегла сілікатна;2.80;3;2.76;Зданий
вул. Сосніних Сім’ї;1;8;1971;0;керамблок,з/б панель;2.90;13;2.7;Зданий
просп. Перемоги;2;1;1985;0;керамблок,вентильований фасад;2.10;3;2.78;Зданий
просп. Перемоги;2;10;1965;0;монолітно-каркасний,к/б панель;3.00;17;3.05;Зданий
просп. Перемоги;2;100;1962;0;газоблок,з/б панель;3.10;2;2.55;Зданий
просп. Перемоги;2;100А;1995;0;з/б панель;1.70;5;2.49;Зданий
просп. Перемоги;2;101;1980;0;монолітно-каркасний;1.30;24;2.74;Зданий
просп. Перемоги;2;102;1990;0;вентильований фасад,цегла сілікатна,керамблок;3.60;15;2.78;Зданий
просп. Перемоги;2;103;1997;0;з/б панель;1.70;23;2.68;Зданий
просп. Перемоги;2;103А;2015;2;вентильований фасад,к/б панель,цегла сілікатна;4.10;15;3.08;Зданий
просп. Перемоги;2;104;2000;0;утеплювач,керамблок;1.90;4;3.06;Зданий
просп. Перемоги;2;104А;1970;0;цегла;2.00;7;2.79;Зданий
просп. Перемоги;2;104Б;1975;0;цегла сілікатна;1.50;18;2.63;Зданий
просп. Перемоги;2;105;2003;1;з/б панель,газоблок;3.10;1;2.42;Зданий
просп. Перемоги;2;106;1971;0;газоблок;1.40;3;2.97;Зданий
просп. Перемоги;2;106А;1985;0;монолітно-каркасний,цегла сілікатна;2.80;17;2.55;Зданий
просп. Перемоги;2;107;1987;0;цегла сілікатна,шлакоблок;2.50;23;3.08;Зданий
просп. Перемоги;2;107А;2011;0;шлакоблок,монолітно-каркасний;2.30;1;2.48;Зданий
просп. Перемоги;2;108;2017;5;шлакоблок;1.00;15;3.05;Зданий
просп. Перемоги;2;109;1989;0;керамблок;1.20;24;2.77;Зданий
просп. Перемоги;2;109А;1963;0;керамблок;1.20;4;2.62;Зданий
просп. Перемоги;2;10А;1962;0;вентильований фасад,з/б панель;2.60;14;2.88;Зданий
просп. Перемоги;2;10Б;2015;2;цегла,шлакоблок;3.00;15;2.9;Зданий
просп. Перемоги;2;10В;2020;0;вентильований фасад,з/б панель;2.60;8;2.55;Зданий
просп. Перемоги;2;11;2016;2;керамблок;1.20;19;3.05;Зданий
просп. Перемоги;2;111;1994;0;керамблок,цегла;3.20;5;3.16;Зданий
